time,S1,S2
0,1.,1.210721873176642E-41
0.06,0.9475880801883549,0.05241191981164496
0.12,0.8982283930286948,0.10177160697130505
0.18,0.851743189531425,0.148256810468575
0.24,0.8079650747586927,0.19203492524130733
0.3,0.766736398242998,0.23326360175700217
0.36,0.7279086923005269,0.2720913076994732
0.42,0.6913421352553792,0.3086578647446209
0.48,0.6569050459972112,0.34309495400278894
0.54,0.6244734241666864,0.37552657583331395
0.6,0.5939304720121555,0.40606952798784474
0.6599999999999999,0.5651661961952438,0.43483380380475656
0.72,0.5380770262599812,0.46192297374001917
0.78,0.5125653898664493,0.4874346101335511
0.84,0.4885394482633557,0.5114605517366446
0.8999999999999999,0.4659126743894022,0.5340873256105981
0.96,0.444603585521231,0.5553964144787694
1.02,0.4245354423132449,0.5754645576867554
1.08,0.405635973080423,0.5943640269195772
1.14,0.38783711612707006,0.6121628838729303
1.2,0.3710747811876954,0.6289252188123049
1.26,0.3552886101882619,0.6447113898117385
1.3199999999999998,0.3404217576728169,0.6595782423271834
1.38,0.3264206867637393,0.6735793132362611
1.44,0.31323497265760825,0.6867650273423922
1.5,0.30081713856148495,0.6991828614385154
1.56,0.2891224381664296,0.7108775618335706
1.6199999999999999,0.2781088135774263,0.721891186422574
1.68,0.2677365780764453,0.7322634219235549
1.74,0.25796834257524853,0.7420316574247516
1.7999999999999998,0.24876898138632056,0.7512310186136796
1.8599999999999999,0.24010536627903584,0.7598946337209642
1.92,0.23194625573043223,0.7680537442695679
1.98,0.22426229618891824,0.7757377038110818
2.04,0.21702583530352165,0.7829741646964784
2.1,0.2102107813917987,0.7897892186082014
2.16,0.2037925944094308,0.7962074055905694
2.2199999999999998,0.19774819029986054,0.8022518097001397
2.28,0.19205578548930846,0.8079442145106916
2.34,0.1866948639285427,0.8133051360714575
2.4,0.181646148642119,0.8183538513578812
2.46,0.17689145562327088,0.8231085443767293
2.52,0.1724136397905703,0.8275863602094299
2.58,0.16819659427406977,0.8318034057259305
2.6399999999999997,0.16422514070241517,0.8357748592975851
2.6999999999999997,0.1604849586806702,0.83951504131933
2.76,0.15696258344968028,0.8430374165503198
2.82,0.15364534476028271,0.8463546552397174
2.88,0.15052128596793687,0.8494787140320632
2.94,0.1475791558030937,0.8524208441969063
3.,0.1448083615312492,0.8551916384687509
